article_id,title,section,snippet
1311,Aetna Ends Magellan Mental Health Deal,Business,"CHICAGO (Reuters) - Aetna Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AET.N target=/stocks/quickinfo/fullquote""&gt;AET.N&lt;/A&gt; on Wednesday said it will end its contract with Magellan Health Services &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MGLN.O target=/stocks/quickinfo/fullquote""&gt;MGLN.O&lt;/A&gt; for mental health coverage and bring those services in-house, pushing shares of Magellan down about 3.5 percent."
1312,Yankees unfazed the day after,Sports,"George Steinbrenner was noticeably silent after Tuesday night #39;s 22-0 loss to the Indians, but the Yankees #39; owner had some words for his club less than 24 hours after the worst defeat in franchise history."
1313,This Fannie needs a serious spanking,Business,"Robert Reich, former secretary of labor in the Clinton administration, is the author of quot;Reason: Why Liberals Will Win the Battle for America."
1314,EU threatens sanctions against Sudan,World,"European Union foreign ministers reaffirmed Saturday that they would push for UN sanctions against Sudan, including a possible oil boycott, if the country does not move to end the fighting in its western Darfur region."
1315,Miami #39;s defense becoming costly,Sports,"In the first four games of the season, the University of Miami had one of the best defenses in the country. Offseason talk was proving to be true that this group of defenders"
1316,Board: Recording insufficient to reopen probe into prince #39;s &lt;b&gt;...&lt;/b&gt;,World,"READING, England A teacher says Britain #39;s Prince Harry admitted cheating on an art exam, and she #39;s got a tape recording that proves it."
1317,"BoSox Beat Tigers, Keep Pace With Yankees",World,The most satisfying images from the Boston Red Sox's latest win are the X-rays of Manny Ramirez's knee. The Boston slugger fouled a ball off his knee in the fourth inning of the Red Sox's 5-3 home victory over the Detroit Tigers on Friday night...
1318,Week in Review: Election takes center stage,Sci/Tech,"The presidential election took center stage this week, with technology playing a role everywhere from e-voting machines to Web sites that tracked the election results."
1319,"Boeing, IBM Announce 10-Year Partnership (AP)",Sci/Tech,AP - Boeing Co. and International Business Machines Corp. plan to develop advanced information technologies for the Defense Department and intelligence systems under a 10-year partnership the companies announced Monday.
1320,Spitzer Accuses Insurance Industry of Rigging Bids,Business,"Brokers required to provide competing bids to customers have been taking payoffs from insurance companies resulting in widespread corruption in the industry, New York's Attorney General charged today."
1321,Three Peters Challenge in Australia,Sports,"European Tour Members Peter OMalley, Peter Senior and Peter Lonard remain in contention to tale the Cadbury Schweppes Australian PGA Championship as they trail fellow Australian James Nitties going into the final round at the Hyatt Collum on the"
1322,Torture at Guantanamo Bay Described,World,"An Australian detainee held at the American base in Guantanamo Bay, Cuba has provided a detailed account of torture in a sworn statement."
1323,"Bird Flu Kills Nine-Year-Old Thai Girl, 31st Victim (Reuters)",World,"Reuters - Asia's bird flu epidemic, which experts\fear could spawn a human pandemic, has claimed its 31st victim,\a nine-year-old Thai girl who had contact with infected\chickens at home."
1324,"Upon reflection, Sox overmatched",Sports,The White Sox #39; 10-2 loss to the Twins at the Metrodome Tuesday night offered a nearly perfect mirror to an increasingly ugly season.
1325,Steel crisis leaves Nissan output  #39;at risk #39;,Business,"The steel crisis at Nissan Motor might force the carmaker to reduce production by a further 15,000 vehicles next March on top of the 25,000 that have been"
1326,18 killed in grenade attacks in Bangladesh,World,"At least 18 people were confirmed killed, and some 300 were injured as unidentified assailants hurled over ten grenades toward a rally organized by the main opposition"
1327,Season over for Niners #39; Peterson,Sports,CBC SPORTS ONLINE - San Francisco 49ers linebacker Julian Peterson will undergo season-ending surgery Tuesday on his torn left Achilles #39; tendon.
1328,"SEC files civil charges against Black, Radler",Business,Civil fraud charges were filed Monday against media baron Conrad Black and lieutenant David Radler for allegedly treating Hollinger International Inc.
1329,"Portugal PM, Cabinet Submit Resignations",World,"LISBON (Reuters) - Portugal's prime minister said on Saturday he and his cabinet had submitted their resignations, a move that came a day after a snap election was called."
1330,Reliant plans debt sale of \$4 billion,Business,"Reliant Energy, a producer of power in 12 US states, plans to sell about \$4 billion in new debt in a refinancing that may cut the company #39;s interest costs."
1331,Microsoft #39;s CEO Steve Ballmer: We need a \$100 PC,Sci/Tech,"What #39;s one of Steve Ballmer #39;s biggest headaches? It #39;s not Linux or security breaches. It #39;s piracy, the Microsoft CEO said Wednesday."
1332,Consumer Confidence Drops In November,Business,"_ Consumer confidence declined in November for a fourth consecutive month, a private research group reported Tuesday, reflecting doubts about the economy once the holidays are past."
1333,Wireless Roaming Crosses Borders,Sci/Tech,"including BT, Maxis, NTT, T-Mobile, Telstra and StarHub -- announced this week a series of roaming agreements in which crossing"
1334,Bell: McDonald #39;s Denies Report Re Succession Plan,Business,Who #39;s next on first? McDonald #39;s (nyse: MCD - news - people ) isn #39;t saying. Earth #39;s biggest restauranteur would neither confirm nor deny a published report Thursday that its succession plan calls for Vice Chairman
1335,More cheer in retail ahead,Business,"The holiday season may not reach 2003 levels but will be up, National Retail Federation says. By Joan Verdon. Hackensack, NJ - The holidays will be slightly less jolly for retailers this year, but they still"
1336,Yahoo has problem with the Nazis,Sci/Tech,YAHOO #39;S BID to stop two French groups stopping it selling neo-nazi paraphernalia are having a job convincing the US court system to intervene.
1337,Fastenal Quick to Please Investors,Business,The earnings information the company offers ranges as wide as its product line.
1338,Sony launches portable games pad,Sci/Tech,"Sony has launched its first handheld games console, the PlayStation Portable (PSP), which it hopes will challenge Nintendo in the portable games market."
1339,"Bonderman goes blank, shuts out Sox",Sports,The Detroit Tigers #39; young right-hander has been going through a rough stretch. His 21-year-old brain was being overloaded with too many thoughts about mechanics.
1340,SEC Looks Into Van Eck,Business,"he Van Eck Associates Corporation, a manager of the Van Eck mutual funds, has said the Securities and Exchange Commission may seek civil penalties against it and two executives in connection with improper trading."
1341,Space/Astronomy Blog Archives,Sci/Tech,NASA Administrator Sean O #39;Keefe issued a statement regarding the damage left behind at the Kennedy Space Center in Florida in the wake of Hurricane Frances.
1342,REL wants to know if RIL will play ball,Business,The board of Reliance Energy Ltd (REL) met on Tuesday and requested its six directors to reconsider their resignations. A Reliance Energy spokesperson told reporters that the quot;the board reposed full trust
1343,Brief: HP to spend \$200M on layoffs,Sci/Tech,"Hewlett-Packard expects to spend \$200 million over the next six months on staff reductions, but it didn't say in which areas the cuts would take place."
1344,Mauresmo Wins First Match at No. 1 (AP),Sports,"AP - Amelie Mauresmo overcame a slow start to win her first match at No. 1 in the rankings, beating Patty Schnyder of Switzerland 7-5, 6-4 at the Porsche Grand Prix on Thursday."
1345,Protests Target Bush at Summit in Chile (AP),World,"AP - Riot police used water cannons and tear gas Friday to break up a demonstration by hundreds of rock-throwing protesters before more than 20,000 people marched to vent their anger at Pacific Rim leaders, particularly President Bush."
1346,"Internet users not as safe online as they believe, researchers &lt;b&gt;...&lt;/b&gt;",Sci/Tech,"Internet users at home are not nearly as safe online as they believe, according to a nationwide inspection by researchers. They found most consumers have"
1347,Ad boss keeps his job and earns \$30m  #39;compensation #39;,Business,The boss of the American advertising group which was taken over last week by Sir Martin Sorrell #39;s WPP will receive almost \$30m (18m) quot;compensation quot; for keeping his job.
1348,Trail of tragedy in the Caribbean; Yucatan coast threatened,World,"MEXICO CITY, September 13.- The number of fatalities caused by Hurricane Ivans passage through the Caribbean rose to at least 70 this Monday."
